id,socre,label,text,,,,
128,0.5218 ,,Corrupt. Basically a way for women to sell their bodys. I tried reporting a 13 years olds explicit photos that were going viral and they report said it wasnt child pornography? Excuse me like what? Its a underage girl exposing her body for the world and Facebook doesnt find that inappropriate? People can find you using your phone number email or name and none of your info can ever just be kept private.  I had a women call my job one time and pretend to be me because Even tho my information and account is private you can still see where I work my birthday my email and my profile and cover art. They need to relearn the definition of privacy.,,,,
129,0.5215 ,,Privacy concerns. FB has become quite the big brother monitoring everything you do it seems-  targeting ads off things it apparently sees and hears you do outside of the app,,,,
130,0.5204 ,,"Censorship, Propaganda and Ads. Facebooks main product is their users time. Its getting old.",,,,
131,0.5188 ,,"Leave us alone. I think Facebook has the nosiest staff. I guess thats why they work for Facebook. I dont want to see your incompetent fact checking. I dont care how celebrities feel about covid, masks or vaccines. I dont need a covid info fact sheet every time someone is sick. WE ALL KNOW ALREADY Unless someone has been living under a rock for the last year and a half, we already know You are tech people- not scientists, not social workers, not doctors, stick with what youre good at - tech and playing video games in your mamas basement.",,,,
132,0.5187 ,,Restrictions. Facebook restricts you for what other people say to you honestly needs new people running it,,,,
133,0.5187 ,,"Facts. Facebook does not like you telling the truth, facts dont matter to them If its untrue its a fact for Facebook Its being run by idiots, who get butt hurt over the littlest thing My two-year-old grandchild is more adult than the people running Facebook",,,,
134,0.5181 ,,Privacy and censorship. Meta has turned into a place with no privacy and no freedom to think for yourself.. it is not a safe place. Your personal information gets shared for their profits. No thank you. I will find another app.,,,,
135,0.5180 ,,Facebook is a scam. They dont stand by their privacy and security at all. My profile got hacked that I had for 12 years and I reported it at least 30 times and every one of my friends on Facebook reported it. And Facebook did nothing about it. Never deleted the page or anything and I had a lot of personal information that the hacker used trying to spam others that where friends with me on Facebook.,,,,
136,0.5178 ,,Intrusive. I dont feel my privacy is valued. But everyone insists on doing everything on Facebook so either I download it or be left out of everything.,,,,
137,0.5176 ,,"IT COULD BE REAL SIMPLE. Simply let the PEOPLE decide who and what THEY do & dont want to see & hear,.... the PEOPLE can Delete & Block.     The only thing FB needs to control, is abject violence and sexuality, - visuals of any torture, visuals of any sex-act.   The rest is up to the PEOPLE,.... let the ACCOUNTS/USERS  eliminate bad language, and ugly politics, and advertisements, and extremisms, from THEIR OWN TimeLine & NewsFeed.      FaceBook need NOT spend any extra time & money on censorship;    YOUR (FB) personal opinions are unwanted.   Let your CUSTOMERS make these decisions",,,,
138,0.5175 ,,"Stirring the cauldron of hate. Facebook and Mark Suckerberg care nothing about you, despite what they might say. They dont care about your privacy, they dont care about the pandemic or the political dangers from extreme right, despite the fact that these things are cancers in our society right now. They dont even care about foreign intervention in our countrys institutions. They will do the bare minimum when they are called out by Congress or start feeling the heat from their advertisers, but lets face it: They just dont care about anything but money and power. As long as you understand that, make your own decision on whether you want to use any of their apps. Im so tired of seeing cultural bloodbaths in the comments section of every post, and tired of them lying about their privacy policies while continuing to collect and sell as much data as they possibly can, I finally broke the habit and scrubbed all Meta apps from my iPad, iPhone, and iMac. No more Suckerberg in my life.",,,,
139,0.5174 ,,"Tyrannical. Facebook is a left wing, free speech hating platform that censors the truth. They also sell your personal information.",,,,
140,0.5166 ,,"Privacy Problems. Ive been using Facebook for years but however, this past year Ive been having nonstop privacy problems where my Facebook account keeps getting hacked through Facebook Messenger, at first youll get sent a message with something like Look who died"" and a link with it that allows hackers to hack your account even if you dont open the link", theres no way to protect your account, it happens constantly, Ive changed my password for my Facebook and email constantly for this security reason and my account with thousands of other people still get hacked, the creators of Facebook has done an outstanding job with their security for Instagram but not for Facebook."
141,0.5165 ,,Facebook SPIES ON USERS. This app used to spy on you and everyone you know.,,,,
142,0.5159 ,,"Scammers Allowed. Even if you report a fake profile, Facebook will do nothing. So many scammers",,,,
143,0.5158 ,,"Help me out. Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",,,,
144,0.5152 ,,"Censoring everything. A terrible app. I used to be able to share valuable information, now Facebook thinks everything is threat so I can no longer share journalism from people Facebook disagrees with. Horrible.",,,,
145,0.5149 ,,Tony p. Apple made it so permission is needed to track what I look at on other sites yet its pretty obvious youre not following this. I like what Facebook fundamentally stands for originally but its getting to the point where the constant tracking of everything I look at is getting old how about a reply from you explaining this,,,,
146,0.5147 ,,Too much censorship. Who is Facebook to decide what is truthful information or not?  Sounds like censorship to me. Dont appreciate the fact that peoples First Amendment rights are being violated. This used to be a free country. Im not sure what we are now.,,,,
147,0.5147 ,,Too much publicity. Facebook is a tool for selling and censorship,,,,
148,0.5142 ,,"Stalkers. I dont like the data linked to me you are tracking and selling to others. Deleted Facebook, Messenger, Instagram and WhatsApp. Will keep using more decent apps like Signal and Twitter. At least they dont spread conspiracy theories and misinformation like Facebook does.",,,,
149,0.5136 ,,"People blackmailing you and online abuse. Recently someone uploaded pictures of my cousin, wrote a long paragraph blackmailing her, degrading her and constantly kept exposing her. We all filed a report for the post but Facebook just kept shoving it in our face that it doesnt go against community standards. Done right there",,,,
150,0.5133 ,,"Social Media. Facebook is trash, your life will infinitely be better once you remove it from your mobile device.",,,,
151,0.5131 ,,"They dont value Truth. The fact is Facebook has become something I dont think it was ever intended to become, the app is trash, tons of technical issues and these people swear they are rulers of all freedoms. Its okay though because before they know it their perception of themselves will become what truly is, and thats nothing but a freaking social media app. Check your ratings here it speaks for itself.",,,,
152,0.5129 ,,"Facebook has 0 support and steals your information. I tried to make a Facebook account and it said my birth name wasnt real, so when I tried to click on the support option it tried to make me give them a picture of my ID with fine print saying theyll keep my ID in their database. There is no way around this because Facebook has 0 contact methods including phone calls, live chat or even email. Pathetic",,,,
153,0.5125 ,,"CUT OUT THE DRAMA. Remove the following online activities and behaviors immediately. 1. Harassment, discrimination, retaliation.  2. False reports, attention-seeking.3. Scams and cons.4. Require identity verification and background checks for those new users or current users who knowingly abuse their privileges to use Facebook and its affiliated platforms to abuse other users, groups, businesses, or government offices; and vice versa. 5. Implement a zero tolerance policy for any and all violations of these mandatory new requests to Facebooks policies and procedures. 6. Permanently stop tracking all current and new users whether they opt-in or out of Facebook tracking. 7. Implement secure biometric login utilizing all the current mobile and computer manufacturers individual device biometric settings. 8. Improve the overall security and privacy of Facebook and its affiliated platforms to enhance the experience for all users regardless of age, cyber-knowledge, or frequency of social media platform usage.",,,,
154,0.5123 ,,"STUPID SPY APP. I dont even have the real version of FB anyways since certain monitoring services has decided that they dont want my posts to be shared. However, for those that I am able to reach. I needed to put it out there to those platforms and share it with another consciousness. Nope dont need validation, just wanted to make sure things are on record.",,,,
155,0.5122 ,,"Private accounts. Although I dont use Facebook that often, I seriously do not understand why it is so difficult to private your account. Its like they dont want you to have privacy? Going into every tab and every little crevice of this app just to be able to private my account and I seriously cant find it. So annoying, wish it was easier.",,,,
156,0.5119 ,,"no newsfeed. i haven't been able to see my newsfeeds for more than 3 months. i have reported it every day & there's no record of my reports. i have tried app & desktop. nothing. updated my app. nothing. i even tried uninstalling & reinstalling. nothing. if i can't see my friends updates, what's the point?  what kind of social media is fb if you can't be social with ANYONE? ready to move on to a different source of social media.",,,,
157,0.5118 ,,American-patriot. Facebook is a criminal organization who will use our information to spy and find who we are so they can censor everything we say know all about us because of our pictures and everything we say,,,,
158,0.5115 ,,Sensorship. Facebook deactivated my account because I said this Imagine spying on the trump campaign then lying to the American people about it.,,,,
159,0.5109 ,,Thieves. Facebook is just inherently an immoral company and congealment of people. Zuccerberg has a god complex and his private property and wealth should be expropriated and Facebook nationalized as communications infrastructure,,,,
160,0.5104 ,,"Facebook is garbage. You are the product, not the customer.",,,,
161,0.5100 ,,"Im deleting Facebook. Facebook has become way too invasive, and sells your personal information. Delete this crap basket while you can. I am.",,,,
162,0.5100 ,,"Untrustworthy. Facebook is creepy, immoral.",,,,
163,0.5100 ,,Dear Facebook. Stop selling my data and info pls,,,,
164,0.5094 ,,Privacy. The reason for this is because Ive seen myself on peoples pages that I dont even know And I cant make my account private,,,,
165,0.5089 ,,Breach of privacy. This app makes me feel like my information isnt safe. Like looking through my DMs or something.,,,,
166,0.5089 ,,"Commie propaganda. Facebook has fallen victim to the commie propaganda. They fact check things, without any facts behind it. Hide the truth from the people. Cover for politicians when they mess up. And spread lies they try to push off as facts. You should all be ashamed of yourselves.",,,,
167,0.5089 ,,"Really????. Really Facebook? Now your popping up a box to share a world wide news story to a closed private group. First I don\'t need to be told to share or not. I\'m old enough to decide that for myself. Secondly if I shared a news story to a private group that has nothing to do with that group, it would be deleted and I would be kicked out of the group. What a stupid stupid recommendation. Get with it.",,,,
168,0.5085 ,,Facebook from George Orwell. This site is politically biased and will censor anyone with a opinion that varies from the globalist agenda they will allow you to be threatened insulted and allow your image and info to be taken and used against you there is little or no customer support and they encourage harmful content as long as it pushes their views,,,,
169,0.5084 ,,Mike. Facebook has its good points but many more bad points.  The community standards are double standards and seldom do justice to the  community .  Their nudity policy is prudish is more conservative than needed yet they allow perverts to steal photos of children to be used as the thrives see fit without recourse. Their fact checking is biased at best and spreads as much fear and lies as possible. Hopefully soon we could have a platform for friends and family that gets it. May Facebook soon go the way of my space.,,,,
170,0.5082 ,,facebook is cancer to society. Years and years of user data collection and privacy issues on a platform that caters to instigation and division.,,,,
171,0.5082 ,,"Censorship at its worst. This app censors anything Facebook disagrees with.The app listens to your conversations and then feeds you ads based in what you were talking about.It doesnt show your posts to all of your friends, only a few you interact with most.Its basically useless and now a real community.",,,,
172,0.5081 ,,Liability. Facebook censored information about the origin of Covid and actually banned users for speaking the truth.I would give Facebook zero stars if I could.,,,,
173,0.5077 ,,Censorship & Propaganda. If your opinion doesnt fit facebooks narrative theyll get involved. Not really social for social media.,,,,
174,0.5074 ,,"SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. NO MORE SOCIAL MEDIA FOR ME, THAT INCLUDED WHATSAPP AND INSTAGRAM.",,,,
175,0.5073 ,,Facebook is trash. Facebook lies Facebook sells your data Facebook manipulates people by show them false information that fits there agenda but when you actually give out real facts and real studys they ban you for false information or dangerous individuals all facebook does is brainwash the masses and take away our rights. Facebook thinks they are so powerful they can do whatever they want like take away your first amendment rights of freedom of speech because it doesnt fit the narrative Facebook doesnt let you participate in the second amendment you try to show anything related to the second amendment and your banned for violence. Facebook is a evil communist controlled ap used  to takeaway our rights alone with Instagram and Twitter none of them allow the truth to be told all of them want world control,,,,
176,0.5072 ,,"Censorship. It is utterly evil that Facebook is banning certain information that could help save lives or educate the population to question the narrative in masks, vax, natural immunity, or even CDC and FDAs own data that proves harm is being done Evil empire this is.",,,,
177,0.5067 ,,BoomerBook. Facebook allows bigotry and false information.,,,,
178,0.5066 ,,"This is a problem. Why are other people allowed to share MY post/photo but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of? If someone shares my stuff, I should be able to see it. Period. Bye.",,,,
179,0.5062 ,,So much for freedom of speech. I dont understand why we cant post what we want on our own pages when there are pros and cons in every subject But Facebook only allows you to put what they want you to put,,,,
180,0.5061 ,,Evil to the core. Facebook is trying to delete all their skeletons in the closet right now. servers down hours after Frances Haugen blew the whistle. We may never know the full extent of how bad it actually got over there. May these privacy invading pioneers of misinformation and censorship get what is coming to them at long last.,,,,
181,0.5058 ,,"The Truth. All that Facebook cares about is money and not the safety of us and the Facebook community. Mark Zuckerberg, bull$%+ all you want. You know the truth and what youve done, but you cant confess or address the problem. Why? Because YOU are the problem If Facebook must be shutdown, so be it. Shame on you Mark, youre the worst CEO of this social media platform You just got exposed from a whistleblower",,,,
182,0.5053 ,,. Promoting ones on agenda by using bogus fact checkers that need their own facts checked. Facebook is run by fascists.,,,,
183,0.5052 ,,"Nothing but Ads. I have a lot of friends and it takes me awhile to update myself on the news feed. The problem is, for every one of my friends post, there's and Ad, and I have been hiding them and they come back. This app should be called Adbook. There's no social media here.",,,,
184,0.5052 ,,"Facts. Facts dont matter to Facebook, their facts are in a alternate world I knew they were messing up back in the 80s when they closed all the mental institutions, more than half the people on Facebook need to be in a mental institution Facebook allows the employees to stalk people I have one Im waiting on a attorney to call me back",,,,
185,0.5051 ,,Evil company. If you dont know it yet you will know it Soon Facebook is an evil company that thrives off of using people to get what they want If you get all your news from Facebook you are a lost soul. Wake up because Facebook is pushing the evil narrative that will hold you and your family down for decades if you dont stand against them They do not care about you or anybody under them and they will run you over with no blink of an eye,,,,
186,0.5050 ,,Trash. Facebook is trash. They sensor your freedom of speech. F**k Facebook,,,,
187,0.5047 ,,"Zero customer care. Like many, my FB account was hacked and it was an absolute violation of my privacy.   Facebook allows hackers to advertise, then steal your account, and Facebook does NOTHING.  Facebook / Meta whatever he calls his company - is the worst of the worst of the worst.   Would NEVER do anything Zuckerberg offers again.  Lesson learned.",,,,
188,0.5046 ,,Facebook censors. Facebook has independent fact checkers paid for by Facebook. Doesnt sound very independent if you ask me. To the point that they will even fact check actual videos that we see with our own eyes and what we are seeing and why its not true. I am moving to Parler where everyone can post without Facebook censoring everyone. I have officially left Facebook.,,,,
189,0.5029 ,,"Allows scammers and porn. Ive seen porn and links to porn sites and masses of scammers posting ads for spell casters, catfishyou name it. Any scam or fake or inappropriate garbage is all over Facebook. & if you call them out, YOU get your account restricted (fb jail) like I did What logic. Facebook is garbage and whatever will become of the new Meta is a huge mistake. Delete it altogether, PLEASE",,,,
190,0.5025 ,,Facebook is the real problem. Facebook is a scam. It can be blamed for all the problems facing society today with the number one issue being miss information. If you work for Facebook please find a new job and stop actively contributing to the problem.,,,,
191,0.5019 ,,Censorship. Facebook will censor your communications and inundate you with leftist propaganda.,,,,
192,0.5017 ,,"What gives?. I was sent inappropriate pictures by a male pretending to be a female the other day and I reported the account as a fake account and was told you will not do anything about it? I have reported a few different accounts now and one thing that always bugs me is that I can not give a reason as to why i feel the account needs to be reported outside of your very limited select one option choices.I am one of many people who do network marketing as well as use fb as a way to keep up with my friends and family, I would greatly appreciate it if you could actually fix your bugs and stop allowing your political standings to be a part of deciding what is and isnt allowed to be posted/deemed as reason to report accounts. I agree with many of the other complaints, that Facebook used to be a fun place where i could share my thoughts and rant on whatever i wanted to without fear of (will this be accepted by their political mindsets?) politics should not be able to run a social media platform like this, especially one that is supposed to be a safe place for all. Get your act together Facebook.Also can you do something about the bugs??? Fb is taking forever to load and comments are not posting plus I cant react to anything at all in my newsfeed .",,,,
193,0.5015 ,,"Dictature. This Facebook with media control is just like a dictator, I m thinking that I can find my way on informations without this fake news Covid",,,,
194,0.5014 ,,Facebook is not a good company. Gathering info on its client base and selling this information to the highest bidder is an evil practice. Facebook is a company that takes advantage of its users and attempts to manipulate public opinion and police thought. Screw these guys,,,,
195,0.5011 ,,"Invasive, pandering to insecurities, mining info for advertising galore. Impossible to remove your information from.  Already an unethical amount of data on my child housed here via others comments and pictures (Facebook has created a ghost profile of her already).  Clearly between this and Instagram its designed to be as addictive as possible.  Shame our youth are allowed to waste their times on it. Creating a generation of insecurities.  Facebook was found to intentionally pander to negativity for clicks and add revenue.",,,,
196,0.5006 ,,"Negative 5 stars  WARNING. Stay away from this app and messenger.Do you think messenger is private?Think again, Facebook monitors all conversations.If they have your credit card information, they will sell it.They look at your private photos.Nothing is private.This is a corrupt company that should be shut down.DO NOT GET THIS APP or ANYTHING ELSE that has any affiliation with FACEBOOK.",,,,
197,0.5004 ,,"Censorship. If you love to be told what to believe, have your beliefs swayed by elitist morons, and have your opinions and facts censored, Facebook is the app for you.FB is a communist platform that only allows the mainstream narrative.",,,,
198,0.5001 ,,Facebook Protects Stalkers. I feel like either Facebook needs to take away the option of seeing other people watch your profile stories or show you whos watching your profile stories because at this point I have consistent viewers that say others watched your story its worrisome because who are these ppl and why do they watch all of my posts ??? Facebook aides stalkers in stalking,,,,
199,0.4999 ,,Facebook. rose: The App says enjoy your friends and community privately thats a flat out lie Facebook used to be great but now it is used by the Government to spy on you and say what you can and cannot post you cant even make a joke anymore. All of the community standards people are foreigners and Obamas and Biden people since when did a Social media site that people communicate with their family and friends become a government controlled tool its appalling I really enjoyed Facebook to share with my out of town family I joined when it first came available they totally ruined it. I get scolded for everything I made a joke to my sister they banned me It has been taken over by the government and you cant post or say anything this should be against the law Then when you find another free site they take it down its sick They even spy on your messenger,,,,
200,0.4995 ,,"Trojan horse. Facebook will become a trillion dollar company because of ALL the information they have on each and everyone of you. Be careful, if its free, you Are the product",,,,
201,0.4990 ,,restriction of freedoms. The new policy of Facebook is to restrict freedoms and impose the will of the company on users,,,,
202,0.4987 ,,"Dookie. News feed is always jumbled. Fact checkers are the Gestapo. I think 90% of worldwide data usage might just be Facebook app updates. Spying, tracking, privacy invading mess.",,,,
203,0.4978 ,,"Lying and deceitful. Facebook is a really poor platform. They censor the truth and promote lies. Go to WIMKIN , its 100 times better.",,,,
204,0.4968 ,,Facebook. Facebook blocked me from marketing my legal businesses. They have censored free speech. They violate your privacy and sell your data . Some even say it's a CIA operative. Huge data collection facilities in Utah,,,,
205,0.4966 ,,Facebook Vamp See Who Shares. In effort to keep track in marketing Im requesting that we can see who shares our posts as of yet I cannot see who post and offer gratitude to the consumer for its support.,,,,
206,0.4957 ,,"Allow hackers. My dads account was hacked, I tried to help him recover it but the hacker got in and change all of his personal information. I reached out to Facebook and they asked for a copy of my dads ID which I sent immediately. They claimed the pic was blurry and asked for another I sent another and havent not heard from them since. The hacker went on to post old videos of my dad having a good time acting as if he received some money. I reported his page saying that it has been hacked. Facebook stated that they werent going to take down the page because its isnt going against their guidelines. It is crazy how they put the owner of the Facebook page through so much to regain access but the hacker just easily gain access posing as the as the actual owner.",,,,
207,0.4957 ,,"Lying and spying. Hey Ive never granted Facebook access to my location, I have it set to never in my phone and I never check in anywhere on Facebook. Yet somehow Facebook knows Im in Beaufort County now because they are sending me election reminders How did you know? I literally hate you and Mark Zuckerberg looks like an alien.",,,,
208,0.4956 ,,"Facebook is trash. I was starting to get worried about how many accounts were being hacked and then a few of my family members accounts were hacked so that is super sketchy. And they flagged a Christmas post of mine saying that it had false information in it, when in all reality I was just getting involved in the secret sisters Christmas thing that was going around. I could also go on about the political bias, the fact that the app itself isnt all that great, the lack of privacy, etc. but I think that by now everyone knows or at least should know about that.",,,,
209,0.4949 ,,"Our way or no way. Facebook has clearly become a left winged social media outlet. Theyve taken away your right to an opinion, and tell you what to believe. Anything right winged, or that goes against their beliefs or views, gets censored and fact checked.",,,,
210,0.4949 ,,"Breaking the Law. Facebook has been harassing a company called meta, and is now breaking the law by using its name without permission",,,,
211,0.4947 ,,Facebook is over stepping too much. Reasons why Im done with Facebook and happy to leave it..Facebook is flat out over stepping with freedom of speech.Its asking for personal information like uploading you government ID or other documents to prove that it is you. ( this one did it for me.) or your locked out of your account until you comply. Since when did Facebook become the place to get your facts and information. Facebook is not your doctor. All the vaccine tags and censorship has crossed the line. So long Facebook,,,,
212,0.4946 ,,"Tech support. There is no such thing as tech support for Facebook They dont care You notify them multiple times about other people stealing videos, it doesnt go against Facebook community standards to be a thief I cant wait till this crap app gets taken out of the App Store I hope its very soon Facebook was Ian on the January 6 insurrection done by Pelosi",,,,
213,0.4945 ,,Creepy. Why cant Facebook make the security/privacy settings simply and straight forward?,,,,
214,0.4939 ,,"Promoting Abuse and Judgment. Its getting a little better.Facebook has started to promote Abuse, Hatred, harassment I tried to report a group admin that blocked me on a Support Group. I commented trying to get one of their attentions, I WAS BLOCKED FROM THIS GROUP The ONLY info I could find for FB Support is the Community Posting, which I STILL HAVENT received a response and its been three months. If you want your child to have ANY of these above, use FB. But if you actually care about ANYONE in your family, get rid of FB before they try to commit suicide like I did. And NO ONE WILL RESPOND Horrible standards. Horrible customer service. Horrible app. Horrible business.",,,,
215,0.4935 ,,They are listening. The app uses your phone to listen in on your life. You will be sitting in your living room talking to your spouse about a friend you havent seen in a long time. Then you will look at your Facebook app and it will be suggesting that person to you as a friend on Facebook. You will be talking about pizza at a particular pizza shop and you will open your Facebook app and boom There will be an add for that same pizza shop on your timeline. They are listening in on your life and god knows what they are doing with that information.,,,,
216,0.4935 ,,"Opinion. Facebook is censored &amp; inundated with paid fact checkers. FB is controlled. No comments are allowed against censorship, vaccinations, or anyone going against",,,,
217,0.4930 ,,"Privacy. The worst privacy settings. Ive deleted my account due to the privacy issues. 1 star, because I cant give 0 stars",,,,
218,0.4930 ,,Facebook is a dumpster fire. Propaganda at its finest.,,,,
219,0.4927 ,,Facebook is the devils playground. Facebook is not safe because I gotten hacked many times through the years from my Facebook being compromised and noticed many suspicious logins from my FB account and I had no way of getting back into my account my private information was compromised including my photos on Facebook and Instagram now they are making fake Facebook and Instagram accounts of me all I can say Facebook and Instagram effected my life because it was so dangerous to get back on because scared of being hacked and being compromised because thats my whole life of nothing but problems with Facebook and Instagram etc.,,,,
220,0.4927 ,,"Misinformation source and abused data. FB used to be great way back in my college before 2011. Since then, much hateful and misinformation contents are growing. I barely used it after I found out that they shared my data outside FB without my consent. Cambridge analytics is an example.",,,,
221,0.4925 ,,If no stars was possible. Couple weeks ago Facebook got hacked and they was fast about it took starting switching stuff stealing personal info. I messaged Facebook about it I been trying to get on top of it. I have proof of everything and Facebook dont care keep saying the account not yours. Like I got proof someone hacked it because the same person messaged my IG to tell me he did it. He has stolen persona information and Facebook cares none. Scaming people across page. Now I can even rest in piece because everyone wants me dead. I been trying to fix this and Facebook didnt care. Now if I end up dead or something or my life ends up being over I want everyone to know it was Facebook fault. I tried to hurry and regain my account and Facebook wouldnt help or ask for proof and now my personal information is stolen,,,,
222,0.4922 ,,If you read your data. Read your data in you account this thing has all my banking information along with Robinhood accounts and everything else.. even when not activated. I had an old account from 2011 that was even collecting data. This app is beyond intrusive to a point its not safe if it ever gets hacked. I did a full delete and its still available so its never gone now Im locked out of my main one after trying to delete all my data. Be careful on what you download. Those agreements must have numerous ways to access personal info like banking apps and everything else. Its how they target audiences for ads but what?? My bank?. Look up how to delete the information before deleting the app because unactivated and not even on my phone it still tracks everything. It stores and follows every app and text you write. Definitely not worth fb marketplace,,,,
223,0.4921 ,,"Facebook has become a scam. Recently iPhone has changed its policy to instead of opting out to being tracked you have to opt in. Meaning whenever you open a new app youre asked if youd like to be tracked. Because of this Facebook is losing ad revenue from selling your data. To counteract this Facebook has created a support subscription. This would be fine if we chose to do this. Sadly that wasnt the case for my mother, she was forced to pay for the subscription without her knowledge. Please be careful and pay close Attention to your subscriptions.",,,,
224,0.4908 ,,Censorship. You are no allowed to speak your mind on Facebook.The platform will censor you and restrict your account if you express yourself in any way that is contrary to their views.Their community standards are fluid and inconsistently applied.Your account can be restricted for posting something that you found on Facebook and reposted.Find another social media platform.,,,,
225,0.4906 ,,Facebook security is the worst. Our personal account & business page was hacked and our profile pic changed to a pic that got our account disabled. No customer service # or email to get help at all. Our business page of 6 years with 20k likes we can no longer even access. Facebook is the absolute worst. You best not add a credit card to your account with them unless you want to put it at risk of losing money. How can a company like this stay in business with No customer support. Hopefully there will soon be another social media that will bury Facebook.,,,,
226,0.4904 ,,Big public problem. Every day i find my self like and follow more than 200 pages and persons strangers Im sure that wasnt me ?? How come secure facebook please and close that pugg,,,,
227,0.4900 ,,Bias. I am tired of the one way street that leads to liberal messages and propaganda. And if I could give this App a zero I would.Also this is one of the reasons that false information is spread worldwide.Facebook has no business reporting news or being a Avenue for reporting.Facebook should be ashamed of itself as a company.,,,,
228,0.4898 ,,You guys have to be sued. Why do you have be tracking our system whiles offline Facebook.. its demn not right,,,,
229,0.4898 ,,"Bias. It spreads hate, lies and misinformation. It suppresses freedom of speech and censored the truth. Facebook owner has made money from benefiting people&#39;s information and creating chaos from people&#39;s ignorance.",,,,
230,0.4897 ,,"Got rid of an extremely useful feature. If you have a Facebook page, you cant directly share things to it from your main profile, which is extremely annoying. You cant even do it on the webpage anymore. Way to make it inconvenient.",,,,
231,0.4897 ,,Private account. Im tired of people Im not friends with on Facebook using my pictures on their account . I dont even know them or anything Im tired of someone adding me with my pictures,,,,
232,0.4896 ,,People Rights Violation. Facebook violates people rights,,,,
233,0.4892 ,,"Posting anything true. Posting the truth about the current plandemic, or fauci or Facebook gets you Immediately thrown in Facebook jail, fraudulent fact checking to hide the truth",,,,
234,0.4889 ,,"Warning. I think facebook can eavesdrop on normal conversations, because there are items that I have never searched for on any app or have never found on facebook, but still show ads for the items I mentioned. facebook is invading my privacy.",,,,
235,0.4888 ,,"Only have it for convenience. A lot of my old friends or coworkers I dont have their phone numbers for so Facebook makes it easier to keep in touch, especially with messenger. However, theres way too many ads. I also dont like that they basically force me to stalk my friends by showing me what they like or comment on. I cant sort by most recent history and I cant set it up where I just want to read a certain type of posts. Maybe I dont care about all the memes, maybe I just want to see my friends statuses or pictures? Maybe even I just want to look at memes and not see statuses. I really hate how the news feed is organized and the ads are just too much. Ive had Facebook since it was created back in 2004 and its changed so much over the past almost 20 years to the point where I absolutely hate it. I have a baby shower coming up and I posted it simply bc I dont have everyones number, but after its over with I plan to delete it for good. Im sick of the ads, the drama, the likes and comments of others, and the suggestions that are just not for me. We have to capitalize everything these days we cant have anything anymore where it can just be free and enjoyable. Its really gross how capitalism ruins everything. I liked it better when there was no reactions to posts aside from like and comments wont allowed on news posts. Facebook has caused a lot of the social issues we have in our society and they seem to do nothing to rectify that. You report something for bullying it rarely gets taken down unless it doesnt fit their agenda. Ive seen some of the most offensive posts that are straight up cruel and Facebook does nothing. Blood is on your hands Facebook and one day itll blind you.",,,,
236,0.4886 ,,"Patiently awaiting Facebook to BURN. Facebook as a whole started out great, and is now run by greed and unethical business practice. MINDLESS FACEBOOK SCROLLERS: Aside from meme scrolling and wasting your life watching idiotic videos that its trash algorithm throws at you nonstop that arent even of quality simply what will keep youre eyes on screen as long as possible. They are in the business of consuming your time and attention not delivering anything of quality on any level. All the good content gets flagged, banned, removed or shown to 10% of your following IF YOU\'RE LUCKY. While on the other hand ridiculous videos FULL of false information & idiotic what could easily be 30 second video drawn out in 25min movies with 10 ads where people talk themselves in circle for what to waste your time, keep you watching as youre 5mins in gotta be worth something in the remaining 10mins as 45M people have watched it NOPE youre just a statistic of how many billions of hours of peoples lives are utterly wasted. But all good your time wasted, your clicks, your eyes = money for Facebook. They show what generates funds not what should or would naturally go viral. Countless other platforms have proven this.. unfortunately Facebook just buys the company and replaces a good quality app with more of their trash algorithms. BUSINESSES UTILIZING SOCIAL MEDIA: Aside from being all around terrible for its users. Facebook is an ads company. They derive the majority of their value from ads & data sales. Ill share my experience with Facebook as a business owner and you be the judge but according to Facebook I chose to use its platform So as a modern business if youre not utilizing social media and the various platforms to grow, gain visibility etc youre missing out massively but its a double edged sword as they have ZERO customer support of any kind. During the start of this pandemic all SIX yes SIX Facebook/Instagram accounts associated with my business that Ive been building over 7 years now (I had no marks on my acts, never broke rules, policies etc) all just vanished. 100% deleted and removed from the platform with ZERO explanation given. Mind you I was paying THOUSANDS of dollars a month in ads what do I get in return? My entire lifes work deleted.. as if owning a small business isnt hard enough to survive during a global pandemic losing over $250k USD over 10months while fighting to get my accounts back even working with a marketing agency with direct access to a so called Facebook Rep they are useless. I still have ZERO answers as to what happen and or why, but my life, finances, and business was destroyed for no reason all while having covid twice and at this point Im likely permanently disabled from how I previously was.   They are not liable in anyway for directly causing my online business to fail and bleed out hundreds of thousands of dollars because you accepted terms and conditions the only thing I was told was it was a glitch so cool over your glitches and awful algorithms you can destroy entire lives and not be held accountable in anyway shape or form. Facebook only has value because of its users.. you should VALUE your users and business clients in return as without all of us youre worthless. The most ridiculous thing is if I want to continue I have no other option but to get back on Facebook & Instagram and try again this is beyond wrong and Im sick of building my mansion in Facebooks backyard for them to just lock you out and say thanks for playing. WAKE THE F@$K UP PEOPLE",,,,
